Alpha,LName,fName,mName,company,platoon,squad,dutySection,roomNumber_id,phoneNumber,weekends,weekendsComment,CQPR,SQPR,performanceGrade,conductGrade,PRT,,,,,,
146420,SPAULDING,JACOB,,25,2,1,6,,1111111252,16,,3,3,A,A,90,"('146420','SPAULDING','JACOB','','25','2','1','6','','1111111252','16','','3','3','A','A','90'),",,,,,
146696,THOMPSON,NATHAN,,25,3,2,7,,1111111253,16,,3,3,B,B,90,"('146696','THOMPSON','NATHAN','','25','3','2','7','','1111111253','16','','3','3','B','B','90'),",,,,,
146882,VALLADARES,BRIANNA,,25,4,3,8,,1111111254,16,,3,3,C,C,90,"('146882','VALLADARES','BRIANNA','','25','4','3','8','','1111111254','16','','3','3','C','C','90'),",,,,,
146990,WAGNER,STEVEN,,25,1,1,1,,1111111255,16,,3,3,A,A,90,"('146990','WAGNER','STEVEN','','25','1','1','1','','1111111255','16','','3','3','A','A','90'),",,,,,
147050,WARD,KRIS,,25,2,2,2,,1111111256,16,,3,3,B,B,90,"('147050','WARD','KRIS','','25','2','2','2','','1111111256','16','','3','3','B','B','90'),",,,,,
147404,YANG,EUGENE,,25,3,3,3,,1111111257,16,,3,3,C,C,90,"('147404','YANG','EUGENE','','25','3','3','3','','1111111257','16','','3','3','C','C','90'),",,,,,
147530,ZURITA,JONATHAN,,25,4,1,4,,1111111258,16,,3,3,A,A,90,"('147530','ZURITA','JONATHAN','','25','4','1','4','','1111111258','16','','3','3','A','A','90'),",,,,,
110018,ABID,ANASTASIA,,26,1,2,5,,1111111259,16,,3,3,B,B,90,"('110018','ABID','ANASTASIA','','26','1','2','5','','1111111259','16','','3','3','B','B','90'),",,,,,
110090,AHRNSBRAK,MATTHEW,,26,2,3,6,,1111111260,16,,3,3,C,C,90,"('110090','AHRNSBRAK','MATTHEW','','26','2','3','6','','1111111260','16','','3','3','C','C','90'),",,,,,
110540,BELL,BIANCIA,,26,3,1,7,,1111111261,16,,3,3,A,A,90,"('110540','BELL','BIANCIA','','26','3','1','7','','1111111261','16','','3','3','A','A','90'),",,,,,
110750,BOGARDUS,TANNER,,26,4,2,8,,1111111262,16,,3,3,B,B,90,"('110750','BOGARDUS','TANNER','','26','4','2','8','','1111111262','16','','3','3','B','B','90'),",,,,,
111422,COHEN,JESSE,,26,1,3,1,,1111111263,16,,3,3,C,C,90,"('111422','COHEN','JESSE','','26','1','3','1','','1111111263','16','','3','3','C','C','90'),",,,,,
111446,COLLARD,SCOTT,,26,2,1,2,,1111111264,16,,3,3,A,A,90,"('111446','COLLARD','SCOTT','','26','2','1','2','','1111111264','16','','3','3','A','A','90'),",,,,,
111758,DE SOUSA,ERIK,,26,3,2,3,,1111111265,16,,3,3,B,B,90,"('111758','DE SOUSA','ERIK','','26','3','2','3','','1111111265','16','','3','3','B','B','90'),",,,,,
111764,DE VILLERS,MATTHEW,,26,4,3,4,,1111111266,16,,3,3,C,C,90,"('111764','DE VILLERS','MATTHEW','','26','4','3','4','','1111111266','16','','3','3','C','C','90'),",,,,,
111776,DEBBINK,MATTHEW,,26,1,1,5,,1111111267,16,,3,3,A,A,90,"('111776','DEBBINK','MATTHEW','','26','1','1','5','','1111111267','16','','3','3','A','A','90'),",,,,,
111812,DELFINE,KALEB,,26,2,2,6,,1111111268,16,,3,3,B,B,90,"('111812','DELFINE','KALEB','','26','2','2','6','','1111111268','16','','3','3','B','B','90'),",,,,,
111938,DILUCCIO,AMY,,26,3,3,7,,1111111269,16,,3,3,C,C,90,"('111938','DILUCCIO','AMY','','26','3','3','7','','1111111269','16','','3','3','C','C','90'),",,,,,
112226,FERRAO,RYAN,,26,4,1,8,,1111111270,16,,3,3,A,A,90,"('112226','FERRAO','RYAN','','26','4','1','8','','1111111270','16','','3','3','A','A','90'),",,,,,
112250,FINNERTY,MATTHEW,,26,1,2,1,,1111111271,16,,3,3,B,B,90,"('112250','FINNERTY','MATTHEW','','26','1','2','1','','1111111271','16','','3','3','B','B','90'),",,,,,
112274,FITZMAURICE,SEAN,,26,2,3,2,,1111111272,16,,3,3,C,C,90,"('112274','FITZMAURICE','SEAN','','26','2','3','2','','1111111272','16','','3','3','C','C','90'),",,,,,
112370,FRANZ,AARON,,26,3,1,3,,1111111273,16,,3,3,A,A,90,"('112370','FRANZ','AARON','','26','3','1','3','','1111111273','16','','3','3','A','A','90'),",,,,,
112952,HERSHMAN,LOGAN,,26,4,2,4,,1111111274,16,,3,3,B,B,90,"('112952','HERSHMAN','LOGAN','','26','4','2','4','','1111111274','16','','3','3','B','B','90'),",,,,,
113066,HOPP,MICHAEL,,26,1,3,5,,1111111275,16,,3,3,C,C,90,"('113066','HOPP','MICHAEL','','26','1','3','5','','1111111275','16','','3','3','C','C','90'),",,,,,
113246,JESTER,EVAN,,26,2,1,6,,1111111276,16,,3,3,A,A,90,"('113246','JESTER','EVAN','','26','2','1','6','','1111111276','16','','3','3','A','A','90'),",,,,,
113366,KEEF,CODY,,26,3,2,7,,1111111277,16,,3,3,B,B,90,"('113366','KEEF','CODY','','26','3','2','7','','1111111277','16','','3','3','B','B','90'),",,,,,
113492,KNORR,KELLY,,26,4,3,8,,1111111278,16,,3,3,C,C,90,"('113492','KNORR','KELLY','','26','4','3','8','','1111111278','16','','3','3','C','C','90'),",,,,,
113624,LANDIS,MICHAEL,,26,1,1,1,,1111111279,16,,3,3,A,A,90,"('113624','LANDIS','MICHAEL','','26','1','1','1','','1111111279','16','','3','3','A','A','90'),",,,,,
114416,MERRILL,MATTHEW,,26,2,2,2,,1111111280,16,,3,3,B,B,90,"('114416','MERRILL','MATTHEW','','26','2','2','2','','1111111280','16','','3','3','B','B','90'),",,,,,
114434,MIDDLETON,WYATT,,26,3,3,3,,1111111281,16,,3,3,C,C,90,"('114434','MIDDLETON','WYATT','','26','3','3','3','','1111111281','16','','3','3','C','C','90'),",,,,,
114500,MISENCIK,MEGAN,,26,4,1,4,,1111111282,16,,3,3,A,A,90,"('114500','MISENCIK','MEGAN','','26','4','1','4','','1111111282','16','','3','3','A','A','90'),",,,,,
114788,NELSON,RACHEL,,26,1,2,5,,1111111283,16,,3,3,B,B,90,"('114788','NELSON','RACHEL','','26','1','2','5','','1111111283','16','','3','3','B','B','90'),",,,,,
114926,NYGAARD,CRAIG,,26,2,3,6,,1111111284,16,,3,3,C,C,90,"('114926','NYGAARD','CRAIG','','26','2','3','6','','1111111284','16','','3','3','C','C','90'),",,,,,
114986,OLSON,WESTLEY,,26,3,1,7,,1111111285,16,,3,3,A,A,90,"('114986','OLSON','WESTLEY','','26','3','1','7','','1111111285','16','','3','3','A','A','90'),",,,,,
115598,ROBERTS,MATTHEW,,26,4,2,8,,1111111286,16,,3,3,B,B,90,"('115598','ROBERTS','MATTHEW','','26','4','2','8','','1111111286','16','','3','3','B','B','90'),",,,,,
115772,ROWE,EVAN,,26,1,3,1,,1111111287,16,,3,3,C,C,90,"('115772','ROWE','EVAN','','26','1','3','1','','1111111287','16','','3','3','C','C','90'),",,,,,
116492,SWEENEY,MICHAEL,,26,2,1,2,,1111111288,16,,3,3,A,A,90,"('116492','SWEENEY','MICHAEL','','26','2','1','2','','1111111288','16','','3','3','A','A','90'),",,,,,
116678,TUCKERDAVIS,KYLE,,26,3,2,3,,1111111289,16,,3,3,B,B,90,"('116678','TUCKERDAVIS','KYLE','','26','3','2','3','','1111111289','16','','3','3','B','B','90'),",,,,,
116966,WESTLUND,JOSHUA,,26,4,3,4,,1111111290,16,,3,3,C,C,90,"('116966','WESTLUND','JOSHUA','','26','4','3','4','','1111111290','16','','3','3','C','C','90'),",,,,,
117014,WIEDORN,PATRICK,,26,1,1,5,,1111111291,16,,3,3,A,A,90,"('117014','WIEDORN','PATRICK','','26','1','1','5','','1111111291','16','','3','3','A','A','90'),",,,,,
117065,WILLIAMS,JONATHAN,,26,2,2,6,,1111111292,16,,3,3,B,B,90,"('117065','WILLIAMS','JONATHAN','','26','2','2','6','','1111111292','16','','3','3','B','B','90'),",,,,,
117221,YUHANIAK,THOMAS,,26,3,3,7,,1111111293,16,,3,3,C,C,90,"('117221','YUHANIAK','THOMAS','','26','3','3','7','','1111111293','16','','3','3','C','C','90'),",,,,,
120312,BANKUS,AARON,,26,4,1,8,,1111111294,16,,3,3,A,A,90,"('120312','BANKUS','AARON','','26','4','1','8','','1111111294','16','','3','3','A','A','90'),",,,,,
120378,BASSETT,KAYLEE,,26,1,2,1,,1111111295,16,,3,3,B,B,90,"('120378','BASSETT','KAYLEE','','26','1','2','1','','1111111295','16','','3','3','B','B','90'),",,,,,
120486,BIDDLE,JOHN,,26,2,3,2,,1111111296,16,,3,3,C,C,90,"('120486','BIDDLE','JOHN','','26','2','3','2','','1111111296','16','','3','3','C','C','90'),",,,,,
120522,BLAKE,JAMES,,26,3,1,3,,1111111297,16,,3,3,A,A,90,"('120522','BLAKE','JAMES','','26','3','1','3','','1111111297','16','','3','3','A','A','90'),",,,,,
120552,BLUME,JONATHAN,,26,4,2,4,,1111111298,16,,3,3,B,B,90,"('120552','BLUME','JONATHAN','','26','4','2','4','','1111111298','16','','3','3','B','B','90'),",,,,,
120810,BULL,SARAH,,26,1,3,5,,1111111299,16,,3,3,C,C,90,"('120810','BULL','SARAH','','26','1','3','5','','1111111299','16','','3','3','C','C','90'),",,,,,
120948,CARLSON,REBECCA,,26,2,1,6,,1111111300,16,,3,3,A,A,90,"('120948','CARLSON','REBECCA','','26','2','1','6','','1111111300','16','','3','3','A','A','90'),",,,,,
121356,CREEVY,TYLER,,26,3,2,7,,1111111301,16,,3,3,B,B,90,"('121356','CREEVY','TYLER','','26','3','2','7','','1111111301','16','','3','3','B','B','90'),",,,,,
121440,DAM,LEE,,26,4,3,8,,1111111302,16,,3,3,C,C,90,"('121440','DAM','LEE','','26','4','3','8','','1111111302','16','','3','3','C','C','90'),",,,,,
122004,FALLON,COLLEEN,,26,1,1,1,,1111111303,16,,3,3,A,A,90,"('122004','FALLON','COLLEEN','','26','1','1','1','','1111111303','16','','3','3','A','A','90'),",,,,,
122136,FLOOD,KEVIN,,26,2,2,2,,1111111304,16,,3,3,B,B,90,"('122136','FLOOD','KEVIN','','26','2','2','2','','1111111304','16','','3','3','B','B','90'),",,,,,
122238,FREEDMAN,SETH,,26,3,3,3,,1111111305,16,,3,3,C,C,90,"('122238','FREEDMAN','SETH','','26','3','3','3','','1111111305','16','','3','3','C','C','90'),",,,,,
122280,FRUNZI,AARON,,26,4,1,4,,1111111306,16,,3,3,A,A,90,"('122280','FRUNZI','AARON','','26','4','1','4','','1111111306','16','','3','3','A','A','90'),",,,,,
122412,GEIMER,PHOENIX,,26,1,2,5,,1111111307,16,,3,3,B,B,90,"('122412','GEIMER','PHOENIX','','26','1','2','5','','1111111307','16','','3','3','B','B','90'),",,,,,
122550,GRAVES,DEREK,,26,2,3,6,,1111111308,16,,3,3,C,C,90,"('122550','GRAVES','DEREK','','26','2','3','6','','1111111308','16','','3','3','C','C','90'),",,,,,
122634,GUZA,MATTHEW,,26,3,1,7,,1111111309,16,,3,3,A,A,90,"('122634','GUZA','MATTHEW','','26','3','1','7','','1111111309','16','','3','3','A','A','90'),",,,,,
123012,HILL,AUSTIN,,26,4,2,8,,1111111310,16,,3,3,B,B,90,"('123012','HILL','AUSTIN','','26','4','2','8','','1111111310','16','','3','3','B','B','90'),",,,,,
123174,HUGHES,ROSS,,26,1,3,1,,1111111311,16,,3,3,C,C,90,"('123174','HUGHES','ROSS','','26','1','3','1','','1111111311','16','','3','3','C','C','90'),",,,,,
123564,KASHMANIAN,JOHN,,26,2,1,2,,1111111312,16,,3,3,A,A,90,"('123564','KASHMANIAN','JOHN','','26','2','1','2','','1111111312','16','','3','3','A','A','90'),",,,,,
123684,KIM,RYAN,,26,3,2,3,,1111111313,16,,3,3,B,B,90,"('123684','KIM','RYAN','','26','3','2','3','','1111111313','16','','3','3','B','B','90'),",,,,,
123714,KING,KIERSTIN,,26,4,3,4,,1111111314,16,,3,3,C,C,90,"('123714','KING','KIERSTIN','','26','4','3','4','','1111111314','16','','3','3','C','C','90'),",,,,,
124032,LEES,KEVIN,,26,1,1,5,,1111111315,16,,3,3,A,A,90,"('124032','LEES','KEVIN','','26','1','1','5','','1111111315','16','','3','3','A','A','90'),",,,,,
124602,MCLEOD,PETER,,26,2,2,6,,1111111316,16,,3,3,B,B,90,"('124602','MCLEOD','PETER','','26','2','2','6','','1111111316','16','','3','3','B','B','90'),",,,,,
124650,MEDFORDDAVIS,MARY,,26,3,3,7,,1111111317,16,,3,3,C,C,90,"('124650','MEDFORDDAVIS','MARY','','26','3','3','7','','1111111317','16','','3','3','C','C','90'),",,,,,
124740,MILIAN,ISIS,,26,4,1,8,,1111111318,16,,3,3,A,A,90,"('124740','MILIAN','ISIS','','26','4','1','8','','1111111318','16','','3','3','A','A','90'),",,,,,
125220,OLONA,GERRED,,26,1,2,1,,1111111319,16,,3,3,B,B,90,"('125220','OLONA','GERRED','','26','1','2','1','','1111111319','16','','3','3','B','B','90'),",,,,,
125328,PAUL,THOMAS,,26,2,3,2,,1111111320,16,,3,3,C,C,90,"('125328','PAUL','THOMAS','','26','2','3','2','','1111111320','16','','3','3','C','C','90'),",,,,,
125364,PECCHENINO,ALEX,,26,3,1,3,,1111111321,16,,3,3,A,A,90,"('125364','PECCHENINO','ALEX','','26','3','1','3','','1111111321','16','','3','3','A','A','90'),",,,,,
125568,PROULX,TRAVIS,,26,4,2,4,,1111111322,16,,3,3,B,B,90,"('125568','PROULX','TRAVIS','','26','4','2','4','','1111111322','16','','3','3','B','B','90'),",,,,,
125598,PULVER,MITCH,,26,1,3,5,,1111111323,16,,3,3,C,C,90,"('125598','PULVER','MITCH','','26','1','3','5','','1111111323','16','','3','3','C','C','90'),",,,,,
125694,REBERSAK,MARCUS,,26,2,1,6,,1111111324,16,,3,3,A,A,90,"('125694','REBERSAK','MARCUS','','26','2','1','6','','1111111324','16','','3','3','A','A','90'),",,,,,
125778,RINKLIN,BENJAMIN,,26,3,2,7,,1111111325,16,,3,3,B,B,90,"('125778','RINKLIN','BENJAMIN','','26','3','2','7','','1111111325','16','','3','3','B','B','90'),",,,,,
126006,SAMSON,DAVID,,26,4,3,8,,1111111326,16,,3,3,C,C,90,"('126006','SAMSON','DAVID','','26','4','3','8','','1111111326','16','','3','3','C','C','90'),",,,,,
126024,SANDERS,MATTHEW,,26,1,1,1,,1111111327,16,,3,3,A,A,90,"('126024','SANDERS','MATTHEW','','26','1','1','1','','1111111327','16','','3','3','A','A','90'),",,,,,
126720,TEICH,ALEXANDER,,26,2,2,2,,1111111328,16,,3,3,B,B,90,"('126720','TEICH','ALEXANDER','','26','2','2','2','','1111111328','16','','3','3','B','B','90'),",,,,,
126888,TRUJILLO,ALEJANDRO,,26,3,3,3,,1111111329,16,,3,3,C,C,90,"('126888','TRUJILLO','ALEJANDRO','','26','3','3','3','','1111111329','16','','3','3','C','C','90'),",,,,,
127404,WILLIAMS,MORGAN,,26,4,1,4,,1111111330,16,,3,3,A,A,90,"('127404','WILLIAMS','MORGAN','','26','4','1','4','','1111111330','16','','3','3','A','A','90'),",,,,,
129146,PRINKEY,MEGHAN,,26,1,2,5,,1111111331,16,,3,3,B,B,90,"('129146','PRINKEY','MEGHAN','','26','1','2','5','','1111111331','16','','3','3','B','B','90'),",,,,,
129233,MESZAROS,MICHAEL,,26,2,3,6,,1111111332,16,,3,3,C,C,90,"('129233','MESZAROS','MICHAEL','','26','2','3','6','','1111111332','16','','3','3','C','C','90'),",,,,,
130666,BRICCETTI,ANGELO,,26,3,1,7,,1111111333,16,,3,3,A,A,90,"('130666','BRICCETTI','ANGELO','','26','3','1','7','','1111111333','16','','3','3','A','A','90'),",,,,,
130762,BURDICK,KYLE,,26,4,2,8,,1111111334,16,,3,3,B,B,90,"('130762','BURDICK','KYLE','','26','4','2','8','','1111111334','16','','3','3','B','B','90'),",,,,,
130840,CALLANDER,CLAYTON,,26,1,3,1,,1111111335,16,,3,3,C,C,90,"('130840','CALLANDER','CLAYTON','','26','1','3','1','','1111111335','16','','3','3','C','C','90'),",,,,,
130846,CAMPBELL,CHRISTOPHER,,26,2,1,2,,1111111336,16,,3,3,A,A,90,"('130846','CAMPBELL','CHRISTOPHER','','26','2','1','2','','1111111336','16','','3','3','A','A','90'),",,,,,
131338,CRISTIANO,MICHAEL,,26,3,2,3,,1111111337,16,,3,3,B,B,90,"('131338','CRISTIANO','MICHAEL','','26','3','2','3','','1111111337','16','','3','3','B','B','90'),",,,,,
131620,DENNING,TIMOTHY,,26,4,3,4,,1111111338,16,,3,3,C,C,90,"('131620','DENNING','TIMOTHY','','26','4','3','4','','1111111338','16','','3','3','C','C','90'),",,,,,
131782,DORADO,ALEJANDRA,,26,1,1,5,,1111111339,16,,3,3,A,A,90,"('131782','DORADO','ALEJANDRA','','26','1','1','5','','1111111339','16','','3','3','A','A','90'),",,,,,
131854,DUBEY,JAMAL,,26,2,2,6,,1111111340,16,,3,3,B,B,90,"('131854','DUBEY','JAMAL','','26','2','2','6','','1111111340','16','','3','3','B','B','90'),",,,,,
131962,ELAM,KYLE,,26,3,3,7,,1111111341,16,,3,3,C,C,90,"('131962','ELAM','KYLE','','26','3','3','7','','1111111341','16','','3','3','C','C','90'),",,,,,
132046,ESCOBEDO,JOSE,,26,4,1,8,,1111111342,16,,3,3,A,A,90,"('132046','ESCOBEDO','JOSE','','26','4','1','8','','1111111342','16','','3','3','A','A','90'),",,,,,
132094,EWERT,CAROLYN,,26,1,2,1,,1111111343,16,,3,3,B,B,90,"('132094','EWERT','CAROLYN','','26','1','2','1','','1111111343','16','','3','3','B','B','90'),",,,,,
132196,FISHER,IAN,,26,2,3,2,,1111111344,16,,3,3,C,C,90,"('132196','FISHER','IAN','','26','2','3','2','','1111111344','16','','3','3','C','C','90'),",,,,,
132664,GREENE,ALEXANDER,,26,3,1,3,,1111111345,16,,3,3,A,A,90,"('132664','GREENE','ALEXANDER','','26','3','1','3','','1111111345','16','','3','3','A','A','90'),",,,,,
132694,GRIFFIN,AMANDA,,26,4,2,4,,1111111346,16,,3,3,B,B,90,"('132694','GRIFFIN','AMANDA','','26','4','2','4','','1111111346','16','','3','3','B','B','90'),",,,,,
133168,HUANG,NICHOLAS,,26,1,3,5,,1111111347,16,,3,3,C,C,90,"('133168','HUANG','NICHOLAS','','26','1','3','5','','1111111347','16','','3','3','C','C','90'),",,,,,
133276,ITHIER,JAN,,26,2,1,6,,1111111348,16,,3,3,A,A,90,"('133276','ITHIER','JAN','','26','2','1','6','','1111111348','16','','3','3','A','A','90'),",,,,,
133294,JACKSON,JASMIN,,26,3,2,7,,1111111349,16,,3,3,B,B,90,"('133294','JACKSON','JASMIN','','26','3','2','7','','1111111349','16','','3','3','B','B','90'),",,,,,
133342,JOHNSON,ANTHONY,,26,4,3,8,,1111111350,16,,3,3,C,C,90,"('133342','JOHNSON','ANTHONY','','26','4','3','8','','1111111350','16','','3','3','C','C','90'),",,,,,
133450,KANG,DOUGLAS,,26,1,1,1,,1111111351,16,,3,3,A,A,90,"('133450','KANG','DOUGLAS','','26','1','1','1','','1111111351','16','','3','3','A','A','90'),",,,,,
133750,KRONSHAGE,JORDAN,,26,2,2,2,,1111111352,16,,3,3,B,B,90,"('133750','KRONSHAGE','JORDAN','','26','2','2','2','','1111111352','16','','3','3','B','B','90'),",,,,,
133762,LADAW,UZIEL,,26,3,3,3,,1111111353,16,,3,3,C,C,90,"('133762','LADAW','UZIEL','','26','3','3','3','','1111111353','16','','3','3','C','C','90'),",,,,,
133780,LAMADRID,MARCUS,,26,4,1,4,,1111111354,16,,3,3,A,A,90,"('133780','LAMADRID','MARCUS','','26','4','1','4','','1111111354','16','','3','3','A','A','90'),",,,,,
133972,LENTZ,JEFF,,26,1,2,5,,1111111355,16,,3,3,B,B,90,"('133972','LENTZ','JEFF','','26','1','2','5','','1111111355','16','','3','3','B','B','90'),",,,,,
134104,LOEFFLER,PAUL,,26,2,3,6,,1111111356,16,,3,3,C,C,90,"('134104','LOEFFLER','PAUL','','26','2','3','6','','1111111356','16','','3','3','C','C','90'),",,,,,
134224,MAHER,ALLISON,,26,3,1,7,,1111111357,16,,3,3,A,A,90,"('134224','MAHER','ALLISON','','26','3','1','7','','1111111357','16','','3','3','A','A','90'),",,,,,
134338,MARZIALE,JOSHUA,,26,4,2,8,,1111111358,16,,3,3,B,B,90,"('134338','MARZIALE','JOSHUA','','26','4','2','8','','1111111358','16','','3','3','B','B','90'),",,,,,
134398,MCCLELLAN,DANIEL,,26,1,3,1,,1111111359,16,,3,3,C,C,90,"('134398','MCCLELLAN','DANIEL','','26','1','3','1','','1111111359','16','','3','3','C','C','90'),",,,,,
134536,MELLO,ISAAC,,26,2,1,2,,1111111360,16,,3,3,A,A,90,"('134536','MELLO','ISAAC','','26','2','1','2','','1111111360','16','','3','3','A','A','90'),",,,,,
134554,MERKERT,KEEGAN,,26,3,2,3,,1111111361,16,,3,3,B,B,90,"('134554','MERKERT','KEEGAN','','26','3','2','3','','1111111361','16','','3','3','B','B','90'),",,,,,
134926,NEWSOME,RANDALL,,26,4,3,4,,1111111362,16,,3,3,C,C,90,"('134926','NEWSOME','RANDALL','','26','4','3','4','','1111111362','16','','3','3','C','C','90'),",,,,,
135082,OHIOMOBA,TEMITOPE,,26,1,1,5,,1111111363,16,,3,3,A,A,90,"('135082','OHIOMOBA','TEMITOPE','','26','1','1','5','','1111111363','16','','3','3','A','A','90'),",,,,,
135094,OLECHOWSKI,CLAIRE,,26,2,2,6,,1111111364,16,,3,3,B,B,90,"('135094','OLECHOWSKI','CLAIRE','','26','2','2','6','','1111111364','16','','3','3','B','B','90'),",,,,,
135760,RIDDICK,JUSTIN,,26,3,3,7,,1111111365,16,,3,3,C,C,90,"('135760','RIDDICK','JUSTIN','','26','3','3','7','','1111111365','16','','3','3','C','C','90'),",,,,,
136012,RYAN,KEEGAN,,26,4,1,8,,1111111366,16,,3,3,A,A,90,"('136012','RYAN','KEEGAN','','26','4','1','8','','1111111366','16','','3','3','A','A','90'),",,,,,
136144,SCHALLES,JACOB,,26,1,2,1,,1111111367,16,,3,3,B,B,90,"('136144','SCHALLES','JACOB','','26','1','2','1','','1111111367','16','','3','3','B','B','90'),",,,,,
136252,SEVERSON,PETER,,26,2,3,2,,1111111368,16,,3,3,C,C,90,"('136252','SEVERSON','PETER','','26','2','3','2','','1111111368','16','','3','3','C','C','90'),",,,,,
136642,STOOKSBURY,ANDREA,,26,3,1,3,,1111111369,16,,3,3,A,A,90,"('136642','STOOKSBURY','ANDREA','','26','3','1','3','','1111111369','16','','3','3','A','A','90'),",,,,,
137026,VANSLAMBROUCK,BRANDON,,26,4,2,4,,1111111370,16,,3,3,B,B,90,"('137026','VANSLAMBROUCK','BRANDON','','26','4','2','4','','1111111370','16','','3','3','B','B','90'),",,,,,
140624,BRAIDA,ZACHARY,,26,1,3,5,,1111111371,16,,3,3,C,C,90,"('140624','BRAIDA','ZACHARY','','26','1','3','5','','1111111371','16','','3','3','C','C','90'),",,,,,
141026,CHAPMAN,JOHN,,26,2,1,6,,1111111372,16,,3,3,A,A,90,"('141026','CHAPMAN','JOHN','','26','2','1','6','','1111111372','16','','3','3','A','A','90'),",,,,,
141164,CLAY,ANTHONY,,26,3,2,7,,1111111373,16,,3,3,B,B,90,"('141164','CLAY','ANTHONY','','26','3','2','7','','1111111373','16','','3','3','B','B','90'),",,,,,
141176,COCO,ANDREW,,26,4,3,8,,1111111374,16,,3,3,C,C,90,"('141176','COCO','ANDREW','','26','4','3','8','','1111111374','16','','3','3','C','C','90'),",,,,,
141290,COTTRELL,CLAYTON,,26,1,1,1,,1111111375,16,,3,3,A,A,90,"('141290','COTTRELL','CLAYTON','','26','1','1','1','','1111111375','16','','3','3','A','A','90'),",,,,,
141326,COX,WILLIAM,,26,2,2,2,,1111111376,16,,3,3,B,B,90,"('141326','COX','WILLIAM','','26','2','2','2','','1111111376','16','','3','3','B','B','90'),",,,,,
141608,DELVALLE,JONATHAN,,26,3,3,3,,1111111377,16,,3,3,C,C,90,"('141608','DELVALLE','JONATHAN','','26','3','3','3','','1111111377','16','','3','3','C','C','90'),",,,,,
141656,DERATHE,BENJAMIN,,26,4,1,4,,1111111378,16,,3,3,A,A,90,"('141656','DERATHE','BENJAMIN','','26','4','1','4','','1111111378','16','','3','3','A','A','90'),",,,,,
141806,DUGGER,LANCE,,26,1,2,5,,1111111379,16,,3,3,B,B,90,"('141806','DUGGER','LANCE','','26','1','2','5','','1111111379','16','','3','3','B','B','90'),",,,,,
141896,EDMOND,PATRICK,,26,2,3,6,,1111111380,16,,3,3,C,C,90,"('141896','EDMOND','PATRICK','','26','2','3','6','','1111111380','16','','3','3','C','C','90'),",,,,,
141980,ESCOBAR,JOSHUA,,26,3,1,7,,1111111381,16,,3,3,A,A,90,"('141980','ESCOBAR','JOSHUA','','26','3','1','7','','1111111381','16','','3','3','A','A','90'),",,,,,
141992,ESPINOSA,SAMANTHA,,26,4,2,8,,1111111382,16,,3,3,B,B,90,"('141992','ESPINOSA','SAMANTHA','','26','4','2','8','','1111111382','16','','3','3','B','B','90'),",,,,,
142076,FISHER,CARA,,26,1,3,1,,1111111383,16,,3,3,C,C,90,"('142076','FISHER','CARA','','26','1','3','1','','1111111383','16','','3','3','C','C','90'),",,,,,
142244,FRITZ,BRIAN,,26,2,1,2,,1111111384,16,,3,3,A,A,90,"('142244','FRITZ','BRIAN','','26','2','1','2','','1111111384','16','','3','3','A','A','90'),",,,,,
142364,GEER,CONNOR,,26,3,2,3,,1111111385,16,,3,3,B,B,90,"('142364','GEER','CONNOR','','26','3','2','3','','1111111385','16','','3','3','B','B','90'),",,,,,
142640,GROSCH,SILAS,,26,4,3,4,,1111111386,16,,3,3,C,C,90,"('142640','GROSCH','SILAS','','26','4','3','4','','1111111386','16','','3','3','C','C','90'),",,,,,
142934,HITT,JULIANN,,26,1,1,5,,1111111387,16,,3,3,A,A,90,"('142934','HITT','JULIANN','','26','1','1','5','','1111111387','16','','3','3','A','A','90'),",,,,,
143750,LEE,DANIEL,,26,2,2,6,,1111111388,16,,3,3,B,B,90,"('143750','LEE','DANIEL','','26','2','2','6','','1111111388','16','','3','3','B','B','90'),",,,,,
143816,LIEBERT,JACOB,,26,3,3,7,,1111111389,16,,3,3,C,C,90,"('143816','LIEBERT','JACOB','','26','3','3','7','','1111111389','16','','3','3','C','C','90'),",,,,,
144080,MADDOX,WILLIAM,,26,4,1,8,,1111111390,16,,3,3,A,A,90,"('144080','MADDOX','WILLIAM','','26','4','1','8','','1111111390','16','','3','3','A','A','90'),",,,,,
144434,MCMILLAN,NEIL,,26,1,2,1,,1111111391,16,,3,3,B,B,90,"('144434','MCMILLAN','NEIL','','26','1','2','1','','1111111391','16','','3','3','B','B','90'),",,,,,
144626,MORGENROTH,ADAM,,26,2,3,2,,1111111392,16,,3,3,C,C,90,"('144626','MORGENROTH','ADAM','','26','2','3','2','','1111111392','16','','3','3','C','C','90'),",,,,,
144632,MORRISON,ELIZABETH,,26,3,1,3,,1111111393,16,,3,3,A,A,90,"('144632','MORRISON','ELIZABETH','','26','3','1','3','','1111111393','16','','3','3','A','A','90'),",,,,,
144950,OSULLIVAN,NOLAN,,26,4,2,4,,1111111394,16,,3,3,B,B,90,"('144950','OSULLIVAN','NOLAN','','26','4','2','4','','1111111394','16','','3','3','B','B','90'),",,,,,
145268,PETERSON,JAREK,,26,1,3,5,,1111111395,16,,3,3,C,C,90,"('145268','PETERSON','JAREK','','26','1','3','5','','1111111395','16','','3','3','C','C','90'),",,,,,
145334,PIERSON,PARKER,,26,2,1,6,,1111111396,16,,3,3,A,A,90,"('145334','PIERSON','PARKER','','26','2','1','6','','1111111396','16','','3','3','A','A','90'),",,,,,
